代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,上市日期,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
603456,九洲药业,-3.75,-0.04,36.4,32.44,18.55,医疗保健,可选消费-医疗保健,        303.69亿,20141010,-1.42,36.4,        302.37亿,专利原料药及中间体,36.41,58610,21659.8,49.78,0.71,浙江,0.01,993,37.8,38.3,36.36,37.82,0.55,5.13,36.96,31508,27102,1.16,109,11,--  ,119.83,--  ,--  ,8.31,-1.46,3738,16,0.0002,-1,1.36,-13.35,-22.44,-35.02,1.32,        162.03亿,53.35,38.15,0.97,KDJ金叉,9,1,9,-0.05,1.27,-3.86,-2.27,-3.7,-4.96,0.11,-1.48,20220809,8.34,--  ,--  ,79.28,48.54,0.8,37.77,44.05,22.84,4.66,25.55,16.94,9.62,20.4,29.54,19.17,5.56,0.16,5.54,4.68,4.68,4.68,18.49,5.58,3.11,16210,27461,99.96万,70.31,58.15,6.26,54.38,10.28,0.66,0.560㈡,5.82,2.45,2.22,0.67,61.22,   9.64㈡,35.13,18.81,15.84,1.67,4083,603456,--  ,--  ,--  
603458,勘设股份,-3.75,-0.09,10.27,19.56,7.91,建筑工程,建筑地产-建筑,         32.23亿,20170809,-0.4,10.26,         31.97亿,工程咨询,10.27,51477,5374.08,9.91,1.65,贵州,0.03,640,10.74,10.74,10.26,10.67,0.85,4.5,10.44,31943,19534,1.64,292,43,--  ,81.09,--  ,--  ,3.11,-1.45,1837,28,0.0009,-3,-7.14,-1.16,1.48,-20.51,1.82,         29.00亿,89.98,12.52,1.02,平台整理,1,11,1,0.66,0.66,-3.84,-2.16,-4.38,-4.38,0.1,-1.59,20220829,3.14,--  ,--  ,72.48,32.78,0.65,53.88,52.82,4.05,0.21,32.64,2.6,23.27,7.52,10.9,7.09,1.01,0.04,1.01,0.87,0.82,0.72,19.68,-3.15,-4.46,24824,11374,11.68万,-46.1,-27.59,0.98,-10.24,2.96,3.09,0.260㈡,10.44,2.4,6.27,-1,45.22,   2.51㈡,34.95,9.31,8.01,0.34,3009,603458,--  ,--  ,--  
603466,风语筑,0.09,0,11.62,--  ,147.55,文教休闲,社会服务-文教休闲,         69.54亿,20171020,0.01,11.62,         69.30亿,数字化体验空间项目,11.63,58080,6730.11,15.83,0.97,上海,0,771,11.62,11.73,11.01,11.61,1.02,6.2,11.59,31807,26273,1.21,157,96,--  ,4.42,--  ,--  ,5.96,2.38,2304,25,0.0004,1,-2.59,-11.77,-10.54,-38.26,2.43,         27.78亿,39.95,81.29,1.46,KDJ金叉,2,11,1,0.09,1.03,-5.17,-0.17,0,-0.94,5.54,0.26,20220830,5.98,--  ,--  ,47.8,20.62,0,56.87,41.26,1.68,0.22,21.78,6.61,13.42,6.6,5.55,4.32,-0.95,0.01,-0.95,-0.73,-0.73,-0.79,8.27,-2.04,1.74,47031,5083,5.91万,-126.04,-61.54,3.37,-34.12,12.54,2.9,-0.122㈡,3.44,1.1,1.38,-0.34,43.13,  -3.54㈡,22.16,-17.13,-13.16,0.34,1669,603466,--  ,--  ,--  
603477,巨星农牧,-1.39,-1.07,25.54,--  ,--  ,农业综合,日常消费-农林牧渔,        129.26亿,20171218,-0.36,25.54,        123.03亿,生猪,25.59,83568,21740.15,50.61,1.73,四川,0.02,3951,25.89,26.59,25.54,25.9,0.57,4.05,26.01,43805,39763,1.1,306,2,--  ,91.39,--  ,--  ,4.82,0.91,3330,25,0.0005,-3,-7.96,-22.37,-2.15,65.31,3.61,         59.18亿,45.79,--  ,0.34,跌破BOLL下轨,14,8,8,-0.04,2.66,-1.39,0.42,-1.35,-3.95,0,-1.81,20220822,5.06,--  ,--  ,70.1,32.48,0.36,53.15,26.69,18.01,1.11,17.51,12.4,1.26,22.1,15.25,16.04,-2.68,0,-2.66,-2.64,-2.64,-2.34,2.53,-1.29,6.32,28642,8091,20.66万,-191.6,4.88,4.31,-100.57,8.47,0.2,-0.520㈡,5.93,4.37,0.5,-0.25,46.34,  -8.13㈡,-5.14,-17.54,-17.29,0.12,3523,603477,--  ,--  ,--  
603486,科沃斯,-2.57,-0.33,70.52,23.07,16.67,家用电器,可选消费-家用电器,        404.59亿,20180528,-1.86,70.52,        397.58亿,服务机器人业务-科沃斯品牌服务机器人,70.53,43597,31091.38,20.66,0.77,江苏,0.01,1471,72.91,72.96,70.52,72.38,0.89,3.37,71.31,23451,20146,1.16,321,1,--  ,94.05,--  ,--  ,5.64,-0.27,3795,11,0.0002,-3,-6.11,-21.99,-35.85,-52.94,2.4,        128.25亿,31.7,20.39,1.3,KDJ死叉,9,9,13,0.73,0.8,-2.57,-1.48,-3.28,-3.34,0,-1.09,20220827,5.74,--  ,--  ,112.9,56.45,0.14,49.88,94.56,8.81,1.24,46.12,29.54,15.65,18.52,68.22,33.44,9.79,0.15,9.84,8.78,8.77,8.42,34.28,5.19,0.06,32780,5548,39.12万,3.15,27.31,7.32,77.9,5.93,1.52,1.560㈡,9.63,3.23,5.97,0.91,50,  15.54㈡,50.99,14.34,12.87,3.52,7854,603486,--  ,--  ,--  
603488,展鹏科技,-3.19,-0.14,6.68,42.3,20.6,运输设备,装备制造-运输设备,         19.50亿,20170516,-0.22,6.67,         19.50亿,门机,6.68,14450,976.19,27.97,0.49,江苏,0,364,6.9,6.9,6.66,6.9,0.91,3.48,6.76,9090,5360,1.7,234,58,--  ,2.14,--  ,--  ,2.92,-0.89,1115,13,0.0004,-3,-6.31,-13.13,-4.57,-25.19,1.11,          8.67亿,44.47,35.4,1.46,空头排列,4,3,11,0,0,-3.48,-2.03,-3.19,-3.19,0.3,-1.16,20220907,2.92,--  ,--  ,11.4,9.45,--  ,17.06,8.69,1.62,0.42,1.88,0.83,1.63,2.54,2.1,1.59,0.25,0.02,0.25,0.23,0.23,0.25,2.83,0.26,-1.82,11194,11600,7.75万,-39.62,-1.32,2.06,74.25,9.28,2.9,0.080㈡,3.24,0.87,0.97,0.09,82.94,   2.44㈡,24.15,11.73,10.97,0.08,499,603488,--  ,--  ,--  
603489,八方股份,-1.08,-0.19,125.25,21.5,30.46,电气设备,装备制造-电气设备,        150.68亿,20191111,-1.37,125.23,         89.55亿,电踏车电机,125.25,6355,8023.31,25.11,0.89,江苏,0.01,74,127.41,128.88,124.03,126.62,1.23,3.83,126.25,3241,3114,1.04,3,167,--  ,40.77,--  ,--  ,0.71,1.22,1634,4,0.0005,-3,-7.15,-31.21,-37.38,-43.98,1.96,         40.70亿,27.01,23.52,1.08,空头排列,9,1,9,0.62,1.78,-2.05,-0.29,-1.7,-2.82,0.98,-0.79,20220826,1.2,--  ,--  ,35.08,27.73,--  ,20.94,29.18,4.21,0.9,7.23,4.85,6.31,14.2,15.42,10.25,4.01,0.01,4.03,3.5,3.5,3.48,11.95,1.05,-4.07,5303,6128,76.76万,13.22,25.19,5.43,143.14,9.77,1.58,2.910㈡,23.05,11.81,9.94,0.88,79.06,  12.63㈡,33.56,26.01,22.72,0.42,1099,603489,--  ,--  ,--  
603496,恒为科技,0.18,-0.17,10.88,76.98,49.13,IT设备,信息产业-IT设备,         24.78亿,20170607,0.02,10.88,         24.78亿,网络可视化,10.89,26256,2865.45,46.29,1.15,上海,0,278,10.8,11.18,10.76,10.86,1.74,3.87,10.91,12523,13733,0.91,62,61,--  ,1.19,--  ,--  ,2.28,2.48,1320,20,0.0009,1,-2.07,-14.6,-6.13,-29.81,1.73,         16.54亿,66.75,45.84,1.36,MACD死叉,4,7,9,-0.55,2.95,-0.92,0.46,0.74,-2.68,1.12,-0.28,20220901,2.28,--  ,--  ,16.84,11.92,-0.02,29.32,12.44,1.58,0.16,4.86,5.76,2.35,5.8,2.49,1.32,0.15,0.03,0.15,0.15,0.16,0.11,3.43,0.19,-0.05,19696,7720,8.40万,3.37,-25.86,2.08,128.16,9.95,0,0.070㈡,5.23,2.54,1.51,0.08,70.79,   1.35㈡,46.97,6.03,5.85,0.61,555,603496,--  ,--  ,--  
603499,翔港科技,-5.88,0.73,8.33,697.01,36.24,广告包装,社会服务-广告包装,         16.76亿,20171016,-0.52,8.33,         16.76亿,包装分部,8.34,61866,5226.13,--  ,3.08,上海,0.1,1517,8.8,8.8,8.26,8.85,1.29,6.1,8.45,41495,20371,2.04,50,192,--  ,52.54,--  ,--  ,2.01,-3.58,2558,24,0.0012,-1,-5.33,0.36,7.62,-9.45,9.91,          5.20亿,31.04,--  ,0.88,多头排列,8,8,3,-0.56,-0.56,-6.67,-4.52,-5.34,-5.34,0.85,-1.36,20220906,2.01,--  ,--  ,11.58,5.88,0.24,47.12,4.83,3.38,0.81,2.7,1.2,1.91,2.38,2.8,2.35,0.01,0,0.01,0.02,0.01,0.01,1,0.57,0.24,7925,7880,6.56万,114.61,-3.04,3,29.41,5.99,0,0.006㈡,2.78,1.18,0.5,0.28,50.78,   0.20㈡,16.13,0.5,0.69,0.11,999,603499,--  ,--  ,--  
603500,祥和实业,-1.72,0,13.16,49.51,20.6,运输设备,装备制造-运输设备,         32.31亿,20170904,-0.23,13.15,         32.31亿,轨道扣件系统非金属类零部件,13.16,9710,1285.59,52.4,0.4,浙江,0.02,77,13.5,13.52,13.09,13.39,0.82,3.21,13.24,5853,3857,1.52,8,78,--  ,19.01,--  ,--  ,2.46,0.58,896,11,0.0004,-6,-5.73,-8.17,-10.36,47.87,1.19,         10.74亿,33.25,51.17,1.1,KDJ死叉,9,10,10,0.82,0.97,-2.24,-1.12,-2.52,-2.66,0.53,-0.6,20220826,2.46,--  ,--  ,10.88,8.77,0.25,17.15,7.59,2.89,0.3,1.83,1.35,3,3.81,2.67,2.01,0.42,0.08,0.42,0.36,0.33,0.27,2.56,-0.53,-0.69,8717,9366,12.33万,4.84,33.12,3.69,-61,12.1,0.96,0.130㈡,3.57,1.55,1.04,-0.22,80.59,   3.72㈡,24.85,15.84,13.42,0.13,590,603500,--  ,--  ,--  
603501,韦尔股份,-3.5,-0.31,83.7,21.84,50.37,半导体,信息产业-半导体,        991.13亿,20170504,-3.04,83.7,        985.64亿,半导体设计,83.74,119428,101774.04,22.95,1.01,上海,0.01,6140,85.92,86.77,83.7,86.74,1.21,3.54,85.22,61866,57562,1.07,512,19,--  ,379.09,--  ,--  ,11.78,-1.21,4519,26,0.0002,-3,-6.06,-22.58,-27.14,-63.58,1.68,        594.23亿,59.95,22.82,1.52,KDJ死叉,9,9,13,-0.95,0.03,-3.5,-1.75,-2.58,-3.54,0,-1.75,20220826,11.84,--  ,--  ,375.8,193.96,1.16,48.08,227.94,19.5,16.14,111.83,126.44,30.12,87.45,110.72,72.76,24.81,10.92,24.81,22.58,22.69,14.51,98.62,-13.91,-14.41,119819,5925,49.59万,1.14,-11.06,5.11,-71.24,8.95,0.44,1.916㈡,16.38,7.39,8.33,-1.17,51.61,  11.70㈡,34.28,22.41,20.39,11.56,4936,603501,20210115,281.71,-59.59
603505,金石资源,1.34,0.11,37.9,87.78,16.94,化工原料,材料-化工,        164.80亿,20170503,0.5,37.89,        164.26亿,酸级萤石精粉,37.9,56066,21360.59,66.4,1.29,浙江,0,5354,37.2,38.8,36.81,37.4,1.28,5.32,38.1,27578,28488,0.97,1,567,--  ,3.72,--  ,--  ,4.33,3.63,2579,22,0.0005,1,-2.29,-5.06,36.28,47.41,2.86,         74.42亿,45.16,68.15,1,-- -- ,10,8,12,-0.53,3.74,-1.58,1.87,1.88,-2.32,2.96,-0.53,20220809,4.35,--  ,--  ,24.56,12.16,1.12,45.92,8.04,7.66,4.3,7.34,1.5,1.07,0.76,4.19,2.32,1.16,0.01,1.15,0.94,0.94,0.91,8.94,1.54,0.52,16778,11703,44.35万,-6.31,0.61,13.55,107.33,39.31,0.45,0.216㈡,2.8,0.18,2.06,0.35,49.52,   7.72㈡,44.67,27.69,22.53,0.14,947,603505,--  ,--  ,--  
603506,南都物业,-2.8,-0.07,13.21,13.72,--  ,房产服务,建筑地产-房地产,         24.81亿,20180201,-0.38,13.2,         24.81亿,物业基础服务,13.21,24950,3350.97,15.68,1.33,浙江,0.01,155,13.45,13.8,13.2,13.59,1.42,4.42,13.43,12703,12247,1.04,186,14,--  ,6.99,--  ,--  ,1.88,-0.5,1797,14,0.0007,-1,-0.61,1.62,-3.65,-19.89,3.39,          9.72亿,39.18,15.15,0.56,EXPMA金叉,2,5,13,-1.03,1.55,-2.87,-1.18,-1.78,-4.28,0.08,-1.62,20220826,1.88,--  ,--  ,23.67,9.72,0.24,57.91,18.15,0.41,0.01,12.28,0.14,6.07,2.59,8.97,6.9,1.33,0.01,1.32,0.95,0.9,0.79,4.6,0.73,-3.15,7320,10050,13.28万,6.73,17.36,2.55,33.86,2.77,2.55,0.480㈡,5.18,1.38,2.45,0.39,41.08,   9.30㈡,23.06,14.81,10.6,0.01,9189,603506,--  ,--  ,--  
603507,振江股份,-1.65,-0.27,32.14,51.07,30.46,电气设备,装备制造-电气设备,         40.36亿,20171106,-0.54,32.14,         40.17亿,新能源产品分部,32.15,57371,18720.44,22.9,4.59,江苏,0.05,685,32.79,33.54,31.8,32.68,0.84,5.32,32.63,29473,27898,1.06,59,54,--  ,127.55,--  ,--  ,1.25,0.65,3062,19,0.0015,-7,-10.35,-23.13,1.33,-20.86,6.65,         27.75亿,68.75,31.37,2.05,KDJ死叉,4,8,11,0.34,2.63,-2.69,-0.15,-1.98,-4.17,1.07,-1.5,20220831,1.26,--  ,--  ,50.08,16.63,0.44,65.91,26.69,15.97,1.27,26.69,11.25,2.18,9.12,12.86,11.09,0.54,0.18,0.53,0.45,0.4,0.3,5.72,0.53,0.43,17371,4970,15.97万,-55.06,2.7,2.43,76.43,3.14,0.89,0.320㈡,13.24,7.26,4.55,0.42,33.21,   2.38㈡,13.79,4.22,3.5,0.25,2529,603507,--  ,--  ,--  
603508,思维列控,-3.39,0,12.27,17.73,318.16,软件服务,信息产业-软件服务,         46.78亿,20151224,-0.43,12.27,         46.78亿,列车运行控制系统,12.28,19846,2472.68,12.56,0.52,河南,0,155,12.69,12.76,12.26,12.7,1.79,3.94,12.46,14632,5214,2.81,105,70,--  ,3.81,--  ,--  ,3.81,-1.09,1863,11,0.0003,-2,-5.17,-10.56,-5.03,-22.39,1.25,         19.44亿,41.55,15.21,1.11,MACD死叉,4,5,11,-0.08,0.47,-3.46,-1.89,-3.31,-3.84,0.08,-1.5,20220827,3.81,--  ,--  ,44.64,41.33,0.8,5.62,24.46,2,0.82,2.45,3.43,5.8,23.27,4.11,1.55,1.57,0.02,1.57,1.41,1.32,1.28,13.16,0.6,-1.59,23353,6783,8.32万,-33.72,-18.32,1.13,78.56,11.38,4.77,0.350㈡,10.84,6.1,3.45,0.16,92.6,   3.19㈡,62.32,38.2,34.18,0.65,898,603508,--  ,--  ,--  
603511,爱慕股份,-3.96,-0.11,16.01,21.23,22.66,服饰,日常消费-纺织服饰,         64.04亿,20210531,-0.66,16.01,          8.72亿,爱慕,16.02,7208,1175.34,19.34,1.32,北京,0,46,16.65,16.85,16,16.67,1.53,5.1,16.31,4638,2570,1.8,23,8,--  ,1.83,--  ,--  ,0.54,-1.66,789,9,0.0017,-3,-4.87,-7.51,-6.49,-31.78,1.32,          8.72亿,13.61,27.75,0.89,平台整理,13,7,9,-0.12,1.08,-4.02,-2.16,-3.84,-4.99,0.06,-1.8,20220826,4,--  ,--  ,50.94,44.24,0.08,13.01,34.64,6.78,1.12,5.77,12.64,1.47,23.65,17.01,5.63,1.66,0.28,1.66,1.51,1.51,1.21,14.56,3.51,-0.17,16177,3365,5.39万,-40.92,-1.86,1.45,18.27,3.77,1.5,0.380㈡,11.06,5.91,3.64,0.88,86.83,   3.41㈡,66.9,9.75,8.88,0.57,9600,603511,--  ,--  ,--  
603515,欧普照明,-3.56,-0.25,15.45,20.09,16.67,家用电器,可选消费-家用电器,        116.53亿,20160819,-0.57,15.45,        116.46亿,照明行业,15.46,21730,3413,13.31,0.29,上海,0,583,15.92,16.13,15.45,16.02,1.61,4.24,15.71,12865,8865,1.45,68,58,--  ,5.09,--  ,--  ,7.54,-1.26,1807,12,0.0002,-4,-5.04,-7.54,-6.82,-23.74,1.7,         19.74亿,16.94,15.99,0.97,-- -- ,2,5,11,-0.62,0.69,-3.56,-1.94,-2.95,-4.22,0,-1.62,20220827,7.54,--  ,--  ,86.49,55.74,0.4,35.09,62,8.3,3.34,30.17,7.53,4.92,9.19,33.59,22.81,3.37,0.62,3.4,2.87,2.9,1.94,37.77,-2.14,4.29,23002,5555,8.58万,-34.38,-15.25,2.09,-54.58,3.47,3.06,0.380㈡,7.39,1.22,5.01,-0.28,64.45,   5.20㈡,32.08,10.03,8.55,1.62,6008,603515,--  ,--  ,--  
603516,淳中科技,-1.94,-0.15,12.62,62.83,28.39,通信设备,信息产业-通信设备,         23.52亿,20180202,-0.25,12.61,         23.37亿,销售收入,12.62,17803,2284.61,28.86,0.96,北京,0,372,12.85,13.03,12.62,12.87,0.78,3.19,12.83,10088,7715,1.31,45,49,--  ,0.77,--  ,--  ,1.85,0.36,1200,15,0.0008,-3,-4.83,-17.73,5.08,-37.15,1.82,         12.32亿,52.37,32.36,0.86,KDJ死叉,10,2,11,-0.16,1.24,-1.94,-0.31,-1.79,-3.15,0,-1.63,20220902,1.86,--  ,--  ,14.06,10.35,0,26.35,9.72,2.97,0.18,1.03,1.06,1.75,4.73,1.7,0.77,0.25,0.05,0.25,0.19,0.19,0.12,2.93,0.3,-1.43,14816,6587,8.31万,-32.46,-17.19,2.45,79.45,13.8,1.55,0.100㈡,5.15,2.54,1.57,0.16,73.64,   1.81㈡,54.58,14.66,10.92,0.3,627,603516,--  ,--  ,--  
603517,绝味食品,-2.31,-0.44,44.39,137.01,33.52,食品,日常消费-食品饮料,        270.17亿,20170317,-1.05,44.39,        270.17亿,鲜货类产品-禽类制品,44.4,33752,15213.75,28.19,0.55,湖南,0,942,45.33,46.2,44.39,45.44,0.73,3.98,45.08,17488,16264,1.08,61,23,--  ,38.53,--  ,--  ,6.09,-0.01,3110,11,0.0002,-1,-0.91,-6.29,-6.77,-34.49,1.06,        141.67亿,52.44,47.88,0.83,-- -- ,1,1,9,-0.24,1.67,-2.31,-0.79,-2.07,-3.92,0,-1.52,20220831,6.09,--  ,--  ,74.36,55.66,-0.04,25.19,19.69,18.09,3.16,16.64,7.78,1.81,20.02,33.36,24.01,1.73,-0.48,1.78,0.79,0.99,1.51,28.87,4.95,-2.91,26013,12269,54.46万,-80.36,6.11,4.9,54.63,8.1,1.27,0.160㈡,9.06,3.29,4.74,0.81,74.86,   1.77㈡,28.02,5.17,2.36,0.15,4853,603517,--  ,--  ,--  
603518,锦泓集团,-4.14,0.14,7.18,35.01,22.66,服饰,日常消费-纺织服饰,         24.93亿,20141203,-0.31,7.17,         21.30亿,TEENIE WEENIE-女装,7.18,40072,2925.43,11.61,1.35,江苏,0.01,529,7.45,7.49,7.16,7.49,1.23,4.41,7.3,27289,12783,2.13,423,390,--  ,15.05,--  ,--  ,2.97,-1.84,1296,31,0.001,-1,-3.63,-4.4,-10.48,-40.52,2.21,         13.01亿,52.17,20.58,0.89,-- -- ,14,13,9,-0.53,0,-4.41,-2.54,-3.62,-4.14,0.28,-1.6,20220831,3.47,--  ,--  ,71.01,30.55,--  ,56.98,31.87,0.85,12.76,24.33,9.68,3.72,20.21,18.46,5.66,0.25,0,0.49,0.36,0.36,0.18,6.36,2.47,11.49,22195,8162,5.86万,-73.28,-5.91,0.83,10.09,1.35,0,0.110㈡,8.68,5.82,1.83,0.71,43.02,   1.17㈡,69.34,1.36,1.93,0.45,2588,603518,--  ,--  ,--  
603519,立霸股份,0.31,-0.07,12.74,5.35,16.67,家用电器,可选消费-家用电器,         33.93亿,20150319,0.04,12.73,         33.93亿,家电,12.74,18919,2434.58,30.79,0.71,江苏,0.01,95,12.7,13.06,12.53,12.7,1.13,4.17,12.87,6803,12116,0.56,2,44,--  ,7.37,--  ,--  ,2.66,2.61,2006,9,0.0004,1,-5.07,-11.34,11.75,-11.34,1.67,         14.43亿,42.52,9.02,1.07,空头排列,10,8,6,0,2.83,-1.34,1.34,0.31,-2.45,1.68,-1.02,20220822,2.66,--  ,--  ,16.11,10.37,--  ,35.65,9.62,0.84,0.18,5.3,1.39,2.55,0.45,7.34,6.39,3.69,2.93,3.69,3.17,3.17,0.65,6.35,1.22,0.15,9057,12504,15.93万,509.66,-1.47,3.27,27.84,4.62,3.15,1.190㈡,3.89,0.17,2.38,0.46,64.35,  30.58㈡,12.95,50.21,43.2,0.22,294,603519,--  ,--  ,--  
603520,司太立,-3.13,0.11,18.28,48.91,28.74,化学制药,可选消费-医药,         62.68亿,20160309,-0.59,18.28,         62.57亿,造影剂,18.3,46890,8681.24,19.99,1.37,浙江,0.01,595,18.75,18.97,18.25,18.87,0.78,3.82,18.51,31469,15421,2.04,40,72,--  ,30.56,--  ,--  ,3.42,-0.83,2567,18,0.0005,-2,-4.44,-15.76,-35.4,-60.32,2.23,         38.42亿,61.29,27.87,1.69,空头排列,9,13,9,-0.64,0.53,-3.29,-1.91,-2.51,-3.64,0.16,-1.22,20220830,3.43,--  ,--  ,51.56,18.92,0.01,63.28,21.26,13.75,2.83,24.66,6.48,5.49,8.13,9.42,6.67,0.87,0.29,0.83,0.69,0.64,0.52,6.31,-1.84,-1.35,26039,8071,14.75万,-58.83,10.22,3.31,-34.14,6.65,1.89,0.190㈡,5.51,2.37,1.84,-0.54,36.69,   3.39㈡,29.27,9.24,7.35,0.62,1818,603520,--  ,--  ,--  
603527,众源新材,-3.19,0.32,15.48,25.05,11.28,铜,材料-有色,         37.74亿,20170907,-0.51,15.48,         37.74亿,铜板带,15.5,55554,8692.52,28.35,2.28,安徽,0.01,778,15.72,16.15,15.36,15.99,1.11,4.94,15.65,24963,30591,0.82,5,159,--  ,23.74,--  ,--  ,2.44,-0.89,2653,21,0.0009,-3,-12.84,-28,25.34,30.64,5.22,         16.48亿,43.68,25.49,1.83,空头排列,1,12,12,-1.69,1,-3.94,-2.13,-1.53,-4.15,0.78,-1.06,20220822,2.44,--  ,--  ,21.65,10.81,0.09,49.62,16.92,3,0.56,10.19,4.95,6.02,2.98,36.77,35.3,0.93,0,0.93,0.73,0.75,0.72,4.61,2.57,0.65,12899,8256,12.78万,25.77,18.72,3.49,14.67,1.03,1.25,0.310㈡,4.43,1.22,1.89,1.06,49.94,   6.97㈡,4.01,2.54,2,0.25,768,603527,--  ,--  ,--  
603528,多伦科技,-1.83,-0.3,6.44,80.26,318.16,软件服务,信息产业-软件服务,         40.19亿,20160503,-0.12,6.44,         40.19亿,智慧车管,6.45,43778,2866.43,--  ,0.7,江苏,0.03,430,6.54,6.64,6.44,6.56,0.9,3.05,6.55,22352,21426,1.04,173,287,--  ,38.72,--  ,--  ,6.24,0.47,1499,29,0.0005,-3,-5.01,-15.04,8.42,-7.87,2.14,         13.16亿,32.73,--  ,1.33,空头排列,10,6,11,-0.3,1.22,-1.83,-0.15,-1.53,-3.01,0,-1.68,20220901,6.24,--  ,--  ,29.6,16.15,1.04,41.91,17.41,4.16,1.11,5.19,2.22,3.73,2.07,3.38,1.82,0.22,0.06,0.23,0.23,0.25,0.17,4.95,1.26,-1.46,35941,5684,3.66万,-16.21,-23.05,2.71,31.85,11.87,0,0.040㈡,2.38,0.33,0.79,0.2,54.56,   1.55㈡,46.23,6.58,6.87,0.24,2091,603528,--  ,--  ,--  
603529,爱玛科技,2.85,-0.03,51.96,21.64,27.38,摩托车,可选消费-汽车类,        298.61亿,20210615,1.44,51.96,         75.95亿,电动两轮车、电动三轮车、自行车及配件收入,51.98,62544,32603.14,43.73,4.28,天津,0.01,10249,50.2,53.3,49.87,50.52,2.44,6.79,52.13,30401,32143,0.95,340,55,--  ,32.63,--  ,--  ,1.46,5.15,3836,16,0.0011,1,-0.31,-12.35,8.1,61.41,5.53,         58.74亿,19.67,27.92,1.55,-- -- ,4,10,8,-0.63,5.5,-1.29,3.19,3.51,-2.51,4.19,-0.34,20220906,5.75,--  ,--  ,153.72,54.94,0.09,64.21,87.24,19.51,3.81,96.79,7,2.72,19.37,94.38,80.54,8.21,0.12,8.11,6.88,6.9,6.95,29.18,17.96,15.8,17818,6345,32.97万,119.79,29.08,5.44,16.63,3.16,0.71,1.210㈡,9.56,3.37,5.08,3.12,35.74,  12.56㈡,14.66,8.7,7.29,2.13,7288,603529,--  ,--  ,--  
603530,神马电力,-3.92,0,13.49,148.12,30.46,电气设备,装备制造-电气设备,         58.31亿,20190805,-0.55,13.48,         58.31亿,变电站复合外绝缘,13.49,38104,5243.08,60.34,0.88,江苏,0,700,14.02,14.08,13.47,14.04,0.72,4.34,13.76,21472,16632,1.29,12,181,--  ,4.77,--  ,--  ,4.32,-1.62,2118,18,0.0004,-6,-10.55,-28.28,-26.45,-29.33,5.27,          9.75亿,16.72,86.43,2.36,KDJ死叉,9,1,11,-0.14,0.28,-4.06,-1.99,-3.78,-4.19,0.15,-1.92,20220825,4.32,--  ,--  ,20.02,15.61,--  ,22.03,12.32,3.98,1.26,3.84,2.16,3.95,5.52,3.72,2.81,0.23,0.01,0.23,0.2,0.2,0.18,4.83,-1.02,1.38,42122,1716,2.31万,-60.66,12.68,3.73,-57.29,15.69,0.71,0.050㈡,3.61,1.28,1.12,-0.24,77.97,   1.26㈡,24.32,6.23,5.3,0.18,1328,603530,--  ,--  ,--  
603533,掌阅科技,-0.81,0.07,14.61,80.73,32.58,互联网,信息产业-互联网,         64.12亿,20170921,-0.12,14.6,         64.12亿,数字阅读平台,14.61,24211,3571.53,42.93,0.55,北京,0,253,14.73,14.92,14.56,14.73,1,2.44,14.75,12924,11287,1.15,8,283,--  ,2.8,--  ,--  ,4.39,1.48,1540,16,0.0004,-4,-2.73,-3.19,-9.26,-42.64,1.41,         25.07亿,39.1,114.41,1,平台整理,2,5,11,0,1.29,-1.15,0.14,-0.81,-2.08,0.34,-0.95,20220827,4.39,--  ,--  ,34.71,25.59,0.17,25.78,28.09,0.27,1.13,8.21,0.01,4.13,13.39,11.85,3.66,0.41,0.12,0.41,0.37,0.4,0.33,7.09,0.5,-0.17,44066,3894,5.69万,-70.32,8.31,2.51,128.17,5.41,0.27,0.090㈡,5.83,3.05,1.62,0.11,73.74,   1.55㈡,69.13,3.48,3.16,0.95,905,603533,--  ,--  ,--  
