代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
600229,城市传媒,1.51,0.15,6.74,12.03,12.66,出版业,社会服务-传媒娱乐,         47.32亿,0.1,6.73,         47.32亿,教材教辅,6.74,28953,1941.72,16.99,0.41,山东,0,1760,6.66,6.75,6.58,6.64,0.74,2.56,6.71,11182,17771,0.63,105,59,--  ,1.33,--  ,--  ,7.02,1.46,1898,15,0.0002,1,0.15,8.19,6.14,-8.17,0.99,         19.74亿,41.71,15.88,0.92,多头排列,6,5,2,0.3,1.66,-0.9,1.05,1.2,-0.15,2.43,0.45,20220827,20000309,7.02,--  ,--  ,39.72,28.59,0.14,27.69,21.84,3.82,2.89,10.7,5,4.99,4.42,12.33,8.2,1.95,-0.03,1.98,1.96,1.97,1.9,18.68,0.73,-1.19,30088,9734,6.56万,10.99,3.63,1.66,64.93,3.84,2.35,0.290㈡,4.07,0.63,2.66,0.1,71.96,   6.88㈡,33.45,15.85,15.86,0.01,1716,600229,--  ,--  ,--  
600230,沧州大化,5.77,-0.04,18.7,24.55,17.23,化工原料,材料-化工,         78.23亿,1.02,18.69,         77.02亿,TDI,18.7,279194,51128.75,35.51,6.78,河北,0.05,4756,17.74,19,16.99,17.68,1.56,11.37,18.31,124282,154912,0.8,549,120,--  ,212.17,--  ,--  ,4.12,5.72,3737,75,0.0018,1,5.95,33.48,18.43,31.88,12.61,         41.40亿,52.92,38.21,1.91,KDJ金叉,6,5,5,0.34,7.47,-3.9,3.56,5.41,-1.58,10.06,2.21,20220818,20000406,4.18,--  ,--  ,73.34,39.51,3.15,41.84,16.27,44.38,3.03,19.72,4.74,0.31,5.65,22.3,18.84,1.88,0,1.88,1.6,1.59,1.58,27.37,2.02,0.67,35763,6191,11.58万,-8.9,85.3,1.98,38.71,3.51,0.32,0.380㈡,9.44,1.35,6.54,0.48,53.87,   4.03㈡,15.54,8.44,7.18,0.33,1210,600230,--  ,--  ,--  
600231,凌钢股份,0.42,0,2.38,25.91,11.25,普钢,材料-钢铁,         67.88亿,0.01,2.37,         67.88亿,棒材,2.38,81074,1924.34,7.39,0.28,辽宁,0,825,2.37,2.39,2.36,2.37,0.89,1.27,2.37,41559,39515,1.05,7559,7252,--  ,0.64,--  ,--  ,28.52,0.37,1647,49,0.0002,1,-2.06,-0.42,-9.16,-7.03,1.06,         18.15亿,26.74,23.93,1.31,平台整理,2,10,1,0,0.84,-0.42,0,0.42,-0.42,0.85,0.42,20220831,20000511,28.52,--  ,--  ,181.43,91.17,--  ,49.75,85.38,74.12,5.25,82.38,20.18,2.12,6.01,128.71,124.17,1.95,0.04,1.93,1.31,1.31,1.31,45.35,5.58,-3.07,61731,12357,2.94万,-82.9,2.1,0.75,12.16,0.53,4.08,0.050㈡,3.18,0.21,1.59,0.2,50.25,   1.44㈡,3.53,1.52,1.02,0.04,7534,600231,--  ,--  ,--  
600232,金鹰股份,2.48,0.16,6.19,34.03,21.22,纺织,日常消费-纺织服饰,         22.58亿,0.15,6.19,         22.58亿,纺织品,6.2,42116,2587.23,46.01,1.15,浙江,0.01,585,6.01,6.2,6.01,6.04,0.68,3.15,6.14,19547,22569,0.87,647,736,--  ,14.42,--  ,--  ,3.65,2.44,1904,22,0.0006,1,-4.03,0.98,16.79,18.81,2.25,         11.61亿,51.42,32.72,1,-- -- ,10,8,8,-0.5,2.65,-0.5,1.66,3,-0.16,3,0.83,20220830,20000602,3.65,--  ,--  ,16.93,10.07,0.48,37.7,12.86,3.19,0.49,6.31,5.66,3.2,4,5.85,4.8,0.39,0,0.39,0.35,0.33,0.31,1.53,0.03,-1.47,24806,7560,4.68万,150.54,13,2.24,836.46,3.86,3.16,0.090㈡,2.76,1.1,0.42,0.01,59.48,   3.29㈡,17.96,6.64,5.9,0.08,2131,600232,--  ,--  ,--  
600233,圆通速递,-0.1,0.15,19.4,18.79,17.3,仓储物流,交通运输-仓储物流,        666.61亿,-0.02,19.4,        666.61亿,国内时效产品,19.42,122986,23849.97,31.69,0.36,辽宁,0,1416,19.54,19.8,19.28,19.42,0.77,2.68,19.39,69058,53928,1.28,111,147,--  ,124.27,--  ,--  ,34.36,-0.15,4224,29,0.0001,-11,-1.82,1.04,-10.23,17.36,0.81,        296.07亿,44.41,20.63,1.03,-- -- ,11,5,10,0.62,1.96,-0.72,-0.15,-0.72,-2.02,0.62,0.05,20220826,20000608,34.36,--  ,--  ,361.59,239.01,4.95,32.53,135.24,131.7,43.6,106.52,0.76,18.14,129.78,250.66,220.86,24,-0.14,23.65,18.12,17.74,17.09,96.76,33.52,6.95,32258,47311,91.78万,174.72,28.58,2.79,19.89,2.66,0.77,0.520㈡,6.96,3.78,2.82,0.98,66.1,   7.42㈡,11.89,9.58,7.23,0.37,15642,600233,--  ,--  ,--  
600234,科新发展,4.03,0,8.51,--  ,117.83,综合类,综合类-综合类,         22.34亿,0.33,8.5,         17.23亿,装饰部分,8.51,21909,1844.02,177.08,1.08,山西,0,75,8.2,8.56,8.18,8.18,1.16,4.65,8.42,8941,12968,0.69,327,22,--  ,1.31,--  ,--  ,2.02,3.99,1254,17,0.0009,1,-1.96,-5.23,1.67,-16.73,1.25,         14.92亿,66.77,2821.12,1.42,KDJ金叉,10,3,1,0.24,4.65,0,2.93,3.78,-0.58,4.03,1.1,20220825,20000615,2.63,--  ,--  ,9.18,6.1,0.2,31.46,4.48,0.03,0,1.9,0,2.59,7.44,0.82,0.65,-0.05,0,-0.06,-0.06,-0.07,-0.06,-4.09,-0.47,-0.5,9443,18562,15.80万,-224.65,-74.26,3.66,-47.65,27.26,0,-0.025㈡,2.32,2.83,-1.56,-0.18,66.4,  -1.08㈡,20.74,-6.54,-7.09,0.02,193,600234,--  ,--  ,--  
600235,民丰特纸,1.4,0,5.8,50.73,20.27,造纸,材料-造纸,         20.38亿,0.08,5.8,         20.38亿,工业配套纸,5.81,55689,3222,34.94,1.59,浙江,0.01,528,5.77,5.86,5.73,5.72,0.59,2.27,5.79,27323,28366,0.96,782,309,--  ,19.1,--  ,--  ,3.51,1.35,1996,28,0.0008,1,-2.85,4.69,8.41,-6.75,2.43,         13.27亿,65.13,43.57,1.2,-- -- ,8,3,14,0.87,2.45,0.17,1.22,0.52,-1.02,1.22,0.17,20220831,20000615,3.51,--  ,--  ,22.18,14.1,--  ,36.42,10.25,10.16,0.53,7.78,3.55,2.23,8.3,7.53,6.53,0.19,0,0.2,0.2,0.2,0.18,1.48,0.79,0.72,29275,7816,4.53万,-36.52,2.95,1.44,25.71,2.71,0.34,0.060㈡,4.01,2.36,0.42,0.23,63.58,   1.42㈡,13.33,2.58,2.67,0.23,1254,600235,--  ,--  ,--  
600236,桂冠电力,1.44,0.16,6.34,13.12,21.1,水力发电,能源-电力,        499.74亿,0.09,6.33,        499.74亿,水电分部,6.34,129812,8223.7,36.96,0.16,广西,0,1359,6.26,6.43,6.25,6.25,0.83,2.88,6.34,53522,76290,0.7,37,853,--  ,17.57,--  ,--  ,78.82,1.39,3687,35,0,2,1.61,6.55,3.26,1.12,1.02,         80.66亿,16.14,24.75,1.14,MACD金叉,14,8,10,0.16,2.88,0,1.44,1.28,-1.4,1.44,0,20220827,20000323,78.82,--  ,--  ,437.35,175.11,30.15,53.07,33.92,344.98,6.78,88.29,1.43,15.12,9.84,56.2,23.31,26.55,-0.13,25.88,22.07,19.04,19.36,42.78,40.33,-5.64,45304,28083,17.80万,53.98,29.78,3.23,12.39,8.89,2.37,0.240㈡,1.96,0.12,0.54,0.51,40.04,  10.87㈡,58.52,47.25,39.27,--  ,3775,600236,--  ,--  ,--  
600237,铜峰电子,2.94,0.15,6.66,47.52,41.79,元器件,信息产业-元器件,         37.59亿,0.19,6.65,         37.59亿,电子级薄膜材料,6.66,166109,10926.99,73.91,2.94,安徽,0,1299,6.48,6.66,6.44,6.47,0.69,3.4,6.58,75897,90212,0.84,1228,519,--  ,10.43,--  ,--  ,5.64,2.89,2733,61,0.0011,1,-6.58,-19.47,-2.92,-29.52,3.67,         30.15亿,80.21,59.82,1.75,-- -- ,4,2,12,0.15,2.94,-0.46,1.7,2.78,0,3.42,1.24,20220820,20000609,5.64,--  ,--  ,17.79,11.9,0.47,30.5,10.74,5.87,0.11,5.21,2.17,2.16,8.42,5.19,3.91,0.36,0,0.38,0.37,0.4,0.36,-2.81,0.33,0.21,47153,9600,6.39万,43.43,3.41,3.16,112.36,7.24,0,0.070㈡,2.11,1.49,-0.5,0.06,66.87,   3.32㈡,24.72,6.91,7.21,0.17,1785,600237,--  ,--  ,--  
600238,海南椰岛,-0.89,0,12.26,246.79,58.81,红黄酒,日常消费-酿酒,         54.95亿,-0.11,12.26,         54.56亿,酒类,12.27,59430,7307.18,--  ,1.34,海南,0,1926,12.37,12.43,12.18,12.37,0.7,2.02,12.3,35240,24190,1.46,129,136,--  ,9.9,--  ,--  ,4.45,-0.94,2315,26,0.0006,-2,-0.72,-3.01,-8.03,-32.56,1.98,         36.81亿,66.98,--  ,1.03,MACD死叉,1,9,9,0,0.49,-1.54,-0.57,-0.89,-1.37,0.66,-0.32,20220818,20000120,4.48,--  ,--  ,12.94,5.07,0.5,57,7.37,1.77,0.3,5.59,3.19,1.62,0.92,3.93,2.89,0.07,0.19,0.07,0.17,0.11,-0.19,-1.63,-0.34,-0.23,103167,2910,3.57万,-29.79,-7.7,10.84,-161.33,13.98,0,0.020㈡,1.13,0.21,-0.36,-0.08,39.17,   2.20㈡,26.49,1.84,4.39,0.03,711,600238,--  ,--  ,--  
600239,ST云城,0.55,0,1.84,--  ,--  ,区域地产,建筑地产-房地产,         29.54亿,0.01,1.83,         29.54亿,住宅销售,1.84,62144,1137.7,--  ,0.39,云南,0,245,1.83,1.85,1.82,1.83,1.26,1.64,1.83,34914,27230,1.28,6847,1016,--  ,0.62,--  ,--  ,16.06,0.5,192,324,0.002,1,-1.07,0.55,-3.66,-20.35,0.64,         17.77亿,60.13,--  ,0.58,-- -- ,4,13,13,0,1.09,-0.55,0,0.55,-0.54,1.1,0.55,20220830,19991202,16.06,--  ,--  ,316.81,5.66,16.55,92.99,123.77,13.04,0.08,185.49,62,2.63,31.12,14.32,9.22,-3.15,4.59,-3.55,-4,-2.68,-7.62,-45.35,49.67,-1.18,37996,25412,4.68万,-167.91,-15.51,5.22,0.59,2.06,0,-0.170㈡,0.35,1.94,-2.82,3.09,1.79, -47.38㈡,35.57,-22.01,-27.94,--  ,2319,600239,--  ,--  ,--  
600241,ST时万,1.46,0.12,8.35,19.34,32.22,电气设备,装备制造-电气设备,         24.57亿,0.12,8.34,         24.57亿,商品销售业务,8.35,20346,1687.3,--  ,0.69,辽宁,0.02,278,8.13,8.38,8.13,8.23,0.39,3.04,8.29,8667,11679,0.74,82,579,--  ,21.54,--  ,--  ,2.94,1.41,560,36,0.0012,1,-4.78,6.51,14.07,-11.08,1.35,         12.62亿,51.37,152.71,0.85,-- -- ,8,3,1,-1.22,1.82,-1.22,0.73,2.71,-0.36,2.71,0.73,20220825,20001128,2.94,--  ,--  ,14.8,10.58,-0.93,34.83,9.94,2.93,0.23,5.1,2.57,2.38,11.44,4.95,3.45,0.84,0.01,0.84,0.83,0.64,0.63,-4.22,0.64,-0.41,10090,14982,12.51万,86.53,51.48,2.32,38.55,4.96,0,0.220㈡,3.59,3.89,-1.43,0.22,71.45,   6.01㈡,30.44,16.92,16.75,0.21,995,600241,--  ,--  ,--  
600242,*ST中昌,1.65,-0.53,1.85,--  ,326.72,软件服务,信息产业-软件服务,          8.45亿,0.03,1.85,          8.35亿,营销托管,1.86,87083,1600.12,--  ,1.93,广东,0.13,560,1.84,1.86,1.82,1.82,0.86,2.2,1.84,40874,46209,0.88,3815,1058,--  ,74.58,--  ,--  ,4.51,1.6,697,125,0.0028,1,-2.11,2.78,0.54,-32.23,2.76,          5.83亿,69,--  ,1.12,-- -- ,3,11,11,1.1,2.2,0,1.1,0.54,-0.54,1.65,0.55,20220831,20001207,4.57,--  ,--  ,10.67,-0.15,--  ,101.44,5.46,0.01,0.01,10.82,0,2.07,21,0.05,0.04,-0.61,0,-0.61,-0.61,-0.61,-0.61,-25.82,0.06,0.06,20742,15190,2.81万,-114.18,-98.74,-55.09,139.1,174.68,0,-0.130㈡,-0.03,4.6,-5.65,0.01,-1.44,--  ,7.9,-1267.7,-1269.26,--  ,65,600242,--  ,--  ,--  
600243,青海华鼎,1.66,0.23,4.29,--  ,43.68,机床制造,装备制造-通用机械,         18.83亿,0.07,4.28,         18.83亿,电梯件,4.29,63787,2719.32,--  ,1.45,青海,0,1296,4.21,4.29,4.21,4.22,0.74,1.9,4.26,30714,33073,0.93,869,254,--  ,2.11,--  ,--  ,4.39,1.61,1462,44,0.001,1,-1.83,-9.68,1.18,-5.3,1.75,         15.63亿,83,--  ,1.38,-- -- ,10,1,2,-0.24,1.66,-0.24,0.95,1.9,0,1.9,0.71,20220831,20001120,4.39,--  ,--  ,17.56,10.45,0.4,38.21,8.78,3.36,0.63,6.25,4.13,2.57,12.44,2.73,2.39,-0.23,0.09,-0.23,-0.22,-0.19,-0.29,-6.86,0.21,-0.05,34464,10569,4.53万,-7.5,1.3,1.8,88.07,6.89,0,-0.040㈡,2.38,2.84,-1.56,0.05,59.51,  -1.80㈡,12.62,-8.33,-8.13,0.12,1385,600243,--  ,--  ,--  
600246,万通发展,1.71,0,9.49,--  ,--  ,区域地产,建筑地产-房地产,        194.93亿,0.16,9.48,        194.93亿,城市运营,9.49,167829,15858.42,105.47,0.82,北京,0.01,2920,9.4,9.78,9.19,9.33,1.28,6.32,9.45,67518,100311,0.67,316,244,--  ,58.19,--  ,--  ,20.54,1.67,2323,72,0.0004,1,-0.74,-12.62,-10.22,-10.98,2.01,         79.17亿,40.62,--  ,0.69,-- -- ,4,3,1,0.75,4.82,-1.5,1.29,0.96,-2.97,3.26,0.43,20220827,20000922,20.54,--  ,--  ,98.98,61.88,3.88,33.56,43.67,0.97,0.01,14.14,12.34,0.67,35.25,1.37,0.91,-1.84,-0.07,-1.81,-1.67,-1.65,-1.12,17.03,3.2,-4.81,25912,32197,30.55万,-137.92,-70.19,3.15,60.9,142.49,0,-0.090㈡,3.01,1.72,0.83,0.16,62.52,  -2.67㈡,33.2,-134.3,-122,--  ,279,600246,--  ,--  ,--  
600248,陕西建工,-1.06,0,4.67,4.15,7.75,建筑工程,建筑地产-建筑,        172.27亿,-0.05,4.67,         67.75亿,房建业务收入业务,4.68,154198,7195.79,4.95,1.06,陕西,0.01,2201,4.72,4.74,4.63,4.72,0.76,2.33,4.67,93818,60380,1.55,1384,2026,--  ,67.26,--  ,--  ,14.51,-1.11,2233,69,0.0005,-1,-0.65,1.74,-20.03,-0.43,1.3,         55.31亿,32.11,5.02,1.03,-- -- ,11,9,10,0,0.42,-1.91,-1.06,-1.06,-1.48,0.86,0,20220830,20000622,36.89,--  ,--  ,2726.19,214.53,70.85,89.53,2403.09,31.49,14,2252.95,26.93,1254.54,18.81,870.69,797.81,27.91,0.35,27.77,23.72,20.74,19.91,99.09,-14.15,19.12,64585,18340,8.56万,-2.25,6.6,1.02,-12.17,0.2,2.38,0.562㈡,4.58,0.51,2.69,-0.38,7.87,   9.67㈡,8.37,3.21,2.72,5.14,31856,600248,--  ,--  ,--  
600249,两面针,0.79,-0.19,5.09,--  ,59.98,日用化工,日常消费-日用化工,         28.00亿,0.04,5.09,         28.00亿,主营业务-日化产品,5.1,63055,3204.75,323.33,1.15,广西,0.01,817,5.04,5.13,5.04,5.05,0.96,1.78,5.08,31663,31392,1.01,240,1851,--  ,9.37,--  ,--  ,5.5,0.74,1715,37,0.0007,1,-0.79,3.46,-1.36,-6.61,1.92,         16.74亿,59.78,--  ,1.12,平台整理,5,5,14,-0.2,1.58,-0.2,0.59,0.99,-0.78,0.99,0.2,20220825,20040130,5.5,--  ,--  ,24.87,21.06,-0.06,15.55,17.53,2.89,0.78,3.33,1.83,0.95,11.85,2.91,2.37,-0.38,0,-0.38,-0.3,-0.29,-0.07,1.34,-0.14,-0.36,41006,8018,4.08万,-177.73,-21,1.33,-204.68,9.63,0,-0.054㈡,3.83,2.15,0.24,-0.02,84.68,  -1.40㈡,18.39,-13.03,-10.23,0.06,1509,600249,--  ,--  ,--  
600250,南纺股份,2.35,0,5.23,--  ,26.75,商贸代理,商贸-商贸代理,         16.24亿,0.12,5.23,         14.12亿,化工原料,5.24,31860,1658.72,--  ,1.18,江苏,0.01,2037,5.15,5.25,5.13,5.11,1.14,2.35,5.21,13424,18436,0.73,304,1653,--  ,6.9,--  ,--  ,2.7,2.3,977,33,0.0012,1,0.19,5.23,0.97,4.81,2.13,          7.82亿,48.16,--  ,1.4,KDJ金叉,11,5,3,0.78,2.74,0.39,1.96,1.55,-0.38,1.95,0.39,20220831,20010306,3.11,--  ,--  ,18.67,4.9,1.71,64.59,6.62,0.79,2.66,9.25,0.5,1.46,3.08,4.36,3.96,-0.96,-0.67,-0.91,-0.91,-0.89,-0.93,-0.35,-0.98,-0.75,13988,10692,5.59万,-919.38,1.39,3.31,-16.54,3.72,0,-0.285㈡,1.58,0.99,-0.11,-0.32,26.24, -18.06㈡,9.24,-22.03,-20.88,0.02,569,600250,--  ,--  ,--  
600251,冠农股份,0.2,0,9.78,14.54,--  ,农业综合,日常消费-农林牧渔,         76.38亿,0.02,9.78,         75.99亿,皮棉,9.79,97597,9592.43,25.35,1.26,新疆,0.01,681,9.77,9.95,9.73,9.76,0.7,2.25,9.83,47450,50147,0.95,200,726,--  ,60.28,--  ,--  ,7.77,0.16,1777,55,0.0007,2,-3.37,-9.36,-8.43,3.93,2.31,         41.41亿,54.21,20.41,2.05,-- -- ,4,10,10,0.1,1.95,-0.31,0.72,0.1,-1.71,0.51,-0.51,20220818,20030609,7.81,--  ,--  ,61.86,29.61,0.96,50.58,35.63,9.17,2.23,29.74,9.4,2.12,3.94,33.48,34.07,-0.14,4.63,-0.14,-0.22,2.63,2.73,15.9,16.18,1.41,43231,9794,9.58万,38.35,-2.28,2.58,4.72,2.28,0.41,0.336㈡,3.79,0.51,2.04,2.07,47.87,   8.87㈡,-1.75,-0.43,-0.65,0.05,798,600251,--  ,--  ,--  
600252,中恒集团,0.73,0,2.77,44.39,28.42,中成药,可选消费-医药,         96.26亿,0.02,2.76,         95.25亿,制药报告分部,2.77,118303,3272.05,31.36,0.34,广西,0,1213,2.75,2.78,2.75,2.75,0.93,1.09,2.77,45839,72464,0.63,7737,256,--  ,3.3,--  ,--  ,34.39,0.68,1739,68,0.0002,1,-0.72,0,-3.48,-27.68,0.48,         68.56亿,71.22,137.59,0.75,KDJ金叉,1,14,1,0,1.09,0,0.73,0.73,-0.36,0.73,0,20220827,20001130,34.75,--  ,--  ,118.45,65.46,17.65,29.84,68.12,14.35,4.61,26.2,6.98,5.42,0.29,11.9,4.01,0.72,0.04,0.72,0.54,1.08,0.77,23.95,-0.59,2.51,140596,17605,4.88万,-68.61,-36.8,1.47,-162.97,8.09,0.97,0.030㈡,1.88,0.01,0.69,-0.02,55.26,   1.66㈡,66.27,6.09,4.52,0.68,3453,600252,--  ,--  ,--  
600255,鑫科材料,1.09,0.36,2.78,39.85,15.3,小金属,材料-有色,         50.08亿,0.03,2.77,         49.66亿,铜基合金材料,2.78,142163,3928.05,85.08,0.8,安徽,0,2054,2.75,2.78,2.73,2.75,0.57,1.82,2.76,73101,69062,1.06,1813,8357,--  ,20.63,--  ,--  ,17.86,1.04,1333,107,0.0006,1,-2.8,-0.71,17.8,-16.01,0.9,         43.80亿,87.47,64.78,1.19,-- -- ,4,10,12,0,1.09,-0.73,0.36,1.09,0,1.83,0.73,20220816,20001122,18.01,--  ,--  ,36.9,13.56,3.09,54.88,20.54,7.28,0.88,18.58,4.8,4.19,12.89,16.47,14.76,0.75,-0.01,0.81,0.71,0.63,0.13,-17.67,1.94,0.75,136610,11533,3.21万,41.57,5.61,3.69,25.83,3.04,0,0.030㈡,0.75,0.72,-0.98,0.11,36.75,   4.63㈡,10.37,4.57,4.34,0.64,1238,600255,--  ,--  ,--  
600256,广汇能源,-0.86,-0.15,12.66,8.1,6.29,石油开采,能源-石油,        831.22亿,-0.11,12.66,        831.22亿,天然气业务,12.67,1047917,132275.28,16.61,1.6,新疆,0.02,12461,12.86,12.9,12.39,12.77,0.5,3.99,12.62,495300,552617,0.9,924,836,--  ,1178.27,--  ,--  ,65.66,-0.91,4671,224,0.0003,-1,-4.95,33.26,9.14,106.19,2.41,        550.90亿,66.28,9.53,1.96,MACD死叉,2,8,8,0.7,1.02,-2.98,-1.17,-1.56,-1.86,2.18,0.31,20220817,20000526,65.66,--  ,--  ,628.68,234.52,-2.36,63.07,139.19,315.93,64.79,264.79,13.72,15.1,0.69,213.21,136.96,62.09,0.37,62.27,50.9,51.31,50.96,151.06,63.28,24.3,131609,33064,41.86万,264.62,111.45,3.54,13.14,3.9,3.16,0.781㈡,3.57,0.01,2.3,0.96,37.3,  21.88㈡,35.77,29.12,23.87,1.43,5999,600256,--  ,--  ,--  
600257,大湖股份,0.72,0,5.57,--  ,100.24,渔业,日常消费-农林牧渔,         26.80亿,0.04,5.57,         26.80亿,水产分部,5.58,131827,7336.12,--  ,2.74,湖南,0.01,1519,5.52,5.64,5.5,5.53,0.76,2.53,5.56,58884,72943,0.81,873,4009,--  ,25.01,--  ,--  ,4.81,0.68,2119,62,0.0013,2,-0.53,7.12,2.01,-24.22,3.5,         20.98亿,78.26,--  ,0.94,KDJ金叉,2,13,9,-0.18,1.99,-0.54,0.54,0.91,-1.24,1.27,0.18,20220813,20000612,4.81,--  ,--  ,22.55,9.35,1.26,52.94,9.9,2.02,1.33,5.74,4.78,2.54,5.77,5.4,4.14,-0.05,0,-0.05,-0.12,-0.14,-0.18,-1.62,-1.04,-2.05,65349,5763,3.21万,-282.73,-8.02,2.87,-25.78,4.97,0,-0.030㈡,1.94,1.2,-0.34,-0.22,41.47,  -1.52㈡,23.37,-0.91,-2.3,0,1819,600257,20201230,5.27,5.69
600258,首旅酒店,0.49,-0.04,20.47,--  ,--  ,酒店餐饮,社会服务-酒店餐饮,        229.55亿,0.1,20.45,        219.12亿,酒店运营,20.47,96499,19523.39,412.28,0.9,北京,0.01,1147,20.37,20.59,20,20.37,0.74,2.9,20.23,48569,47930,1.01,80,358,--  ,108.37,--  ,--  ,10.7,0.44,3245,30,0.0003,1,-3.62,1.19,-5.1,-21.57,1.64,        120.62亿,52.55,--  ,1.23,-- -- ,14,14,11,0,1.08,-1.82,-0.69,0.49,-0.58,2.35,1.18,20220830,20000601,11.21,--  ,--  ,266.49,106.98,1.8,59.18,39.95,21.51,34.96,58.06,0.35,5.39,76.94,23.31,21.15,-4.94,-0.1,-4.92,-4.26,-3.84,-4.35,17.27,4.58,-17.83,25997,22666,46.40万,-688.75,-25.88,2.15,50.16,9.85,0.13,-0.340㈡,9.54,6.86,1.54,0.41,40.14,  -3.59㈡,9.25,-21.2,-18.27,0.3,13448,600258,--  ,--  ,--  
600259,广晟有色,-0.8,-0.4,43.21,38.85,15.3,小金属,材料-有色,        145.37亿,-0.35,43.21,        130.41亿,其他,43.22,33251,14435.44,104.52,1.1,海南,0.01,932,43.8,43.97,43,43.56,0.66,2.23,43.41,17974,15277,1.18,272,1,--  ,47.3,--  ,--  ,3.02,-0.85,2793,12,0.0004,-5,-4.59,-14.27,-5.76,-12.25,1.93,         74.51亿,51.25,59.94,1.4,-- -- ,7,10,1,0.55,0.94,-1.29,-0.34,-1.35,-1.73,0.49,-0.46,20220831,20000525,3.36,--  ,--  ,85.26,33.97,1.5,58.4,56.78,3.03,9.85,41,28.36,2.71,33.96,120.26,116.66,2.22,1,2.07,1.91,1.87,1.93,-3.56,-10.15,-4.65,51023,3379,14.60万,123.69,77.53,4.28,-14.32,1.21,0,0.580㈡,10.1,10.09,-1.06,-3.02,39.84,   5.51㈡,2.99,1.85,1.59,0.29,1226,600259,--  ,--  ,--  
600260,*ST凯乐,5.18,0,2.64,--  ,29.47,通信设备,信息产业-通信设备,         26.26亿,0.13,2.63,         26.26亿,房地产,2.64,241466,6343.93,--  ,2.43,湖北,0.04,2079,2.56,2.64,2.55,2.51,1.09,3.59,2.63,97174,144292,0.67,4492,1655,--  ,95.08,--  ,--  ,9.95,5.13,1230,196,0.002,1,0.38,-7.04,-4,-14.84,2.77,         23.04亿,87.72,--  ,0.68,-- -- ,1,10,11,1.99,5.18,1.59,4.78,3.12,0,3.53,0.4,20220831,20000706,9.95,--  ,--  ,38.56,-20.38,-0.09,153.09,25.48,6.55,0.71,46.5,6.15,1.52,18.38,4.31,4,-1.22,-0.15,-2.22,-2.28,-2.19,-1.23,-55.02,0.7,-0.02,72537,12032,3.18万,96.16,-79.17,-1.29,37.54,6.09,0,-0.220㈡,-2.05,1.85,-5.53,0.07,-52.86,--  ,7.19,-28.39,-52.84,0.19,906,600260,--  ,--  ,--  
600261,阳光照明,0,0.29,3.49,24.77,16.41,家用电器,可选消费-家用电器,         49.37亿,0,3.49,         49.37亿,LED灯具,3.5,51151,1783.53,15.63,0.36,浙江,0,482,3.48,3.5,3.47,3.49,0.82,0.86,3.49,32297,18854,1.71,143,4368,--  ,6.16,--  ,--  ,14.15,-0.05,2315,22,0.0002,0,-2.51,-0.85,5.12,-16.51,0.64,         27.98亿,56.68,36.13,0.96,平台整理,10,3,14,-0.29,0.29,-0.57,0,0.29,-0.29,0.58,0,20220901,20000720,14.15,--  ,--  ,57.19,35.07,0.3,38.16,39.57,10.98,1.93,18.6,7.73,9.84,1.73,19.95,14.69,1.11,0.11,1.13,0.97,1,0.7,15.89,0.73,-3.17,41950,19113,6.67万,-64.27,-7.83,1.41,67.49,2.47,5.57,0.070㈡,2.48,0.12,1.12,0.05,61.32,   2.84㈡,26.34,5.55,4.87,0.64,6365,600261,--  ,--  ,--  
